,Unnamed: 0,cast_id,character,credit_id,gender,id,name,order,profile_path,movies,appearance,budget_array
13782,13782,23,Wicket,52fe431ec3a36847f803bc47,2,11184,Warwick Davis,14,/5xBunTQJexQOuCmtlh8MNJerbaM.jpg,"[1892, 6264, 13597, 847, 1893, 671, 672, 11811, 673, 1677, 1884, 10372, 7453, 674, 18009, 19286, 19287, 18011, 675, 2454, 767, 76180, 12444, 12445, 81005, 282268, 19288, 140607, 212481, 48675, 250535, 330459, 26787, 32593]",34,"[32350000, 0, 25000000, 35000000, 115000000, 125000000, 100000000, 900000, 130000000, 40000000, 3000000, 0, 50000000, 150000000, 2000000, 0, 0, 0, 150000000, 225000000, 250000000, 0, 250000000, 125000000, 195000000, 0, 0, 245000000, 123690, 0, 0, 200000000, 28000000, 0]"
13810,13810,60,Romba an Ewok,54eb207fc3a36836e000680e,1,19753,Debbie Lee Carrington,48,/xMynWwkjNbBJsiPdjs8aJ977oBq.jpg,"[1892, 14443, 861, 1884, 8325, 10202, 31909, 26715, 251367, 19492, 92779]",11,"[32350000, 0, 65000000, 3000000, 0, 80000000, 12000000, 0, 0, 0, 0]"
13853,13853,106,Ewok,54ec3e0fc3a3680b80001297,2,33853,Felix Silla,94,/blKYI3w0lf124hvCaHiVcjhQpZ5.jpg,"[1892, 871, 40771, 11598, 28942, 36912, 70345, 40060, 26015, 107596, 3786, 63859]",12,"[32350000, 5800000, 0, 600000, 1355000, 0, 0, 0, 0, 0, 0, 0]"
13871,13871,131,Droopy McCool,586575abc3a36852c9020e01,2,1295,Deep Roy,115,/rCg84FP1x5tOutHKRB4OKhQeR4N.jpg,"[1892, 13155, 34584, 869, 3604, 31397, 10756, 587, 17796, 118, 3933, 13475, 8373, 54138, 133931, 13611, 188927, 94502]",18,"[32350000, 25000000, 27000000, 100000000, 35000000, 0, 90000000, 70000000, 0, 150000000, 40000000, 150000000, 150000000, 190000000, 20000000, 250000, 185000000, 0]"
13883,13883,10,Damiel,52fe421ec3a36847f800546b,2,2310,Bruno Ganz,0,/uujaiKcak0bJHrRAjhs7N0m5TNC.jpg,"[144, 24858, 16241, 10434, 552, 6404, 11222, 5653, 14462, 48205, 613, 68348, 14804, 7797, 8055, 6968, 48336, 48138, 26880, 51735, 65002, 160139, 109091, 186971, 252822, 198511, 302528, 154399]",28,"[2500000, 0, 0, 0, 0, 0, 0, 0, 80000000, 0, 18339750, 0, 0, 0, 32000000, 27000000, 0, 30000000, 0, 0, 0, 7700000, 25000000, 0, 4161012, 0, 0, 0]"
13887,13887,22,Himself - Nick Cave and The Bad Seeds,53bbbc55c3a3686638001ef9,2,39516,Nick Cave,8,/eT6SdgCULCQ0WHV9p1TfVdLVW0x.jpg,"[144, 45145, 31219, 57406, 4512, 246400, 319079, 318042, 97253, 404141, 77270]",11,"[2500000, 500000, 0, 0, 30000000, 0, 0, 0, 0, 0, 0]"
13894,13894,26,Actor at Josefstadt Theater,556ab35b92514173e0002cfd,2,38050,Karel Stepanek,14,/7ylkAd2FaALya2t0QCM6M4J9s6M.jpg,"[1092, 29318, 18780, 38171, 16850, 36583, 21631, 61430, 65114, 89995, 82819, 109020]",12,"[0, 0, 0, 3520000, 0, 115, 0, 0, 0, 0, 0, 0]"
14004,14004,8,Jacques Mayol,52fe4222c3a36847f8006bbd,2,1642,Jean-Marc Barr,0,/vlWlQUc3qxNd0fIbv2lqXOv8j7i.jpg,"[175, 145, 26371, 16, 32054, 9065, 553, 349, 5206, 31208, 249397, 156277, 36907, 83388, 57992, 180859]",16,"[0, 0, 0, 12800000, 0, 0, 10000000, 0, 3000000, 0, 0, 0, 0, 0, 0, 0]"
14006,14006,13,Uncle Louis,52fe4222c3a36847f8006bd1,2,2168,Jean Bouise,5,/rBFl7KVzK2tax2CUbLtJBFFcBzm.jpg,"[175, 9322, 32015, 10656, 2721, 19184, 4781, 58925, 10792, 60859, 3480, 3423, 74822, 5602, 152635, 74809, 69517, 64100, 4228, 10939, 64437, 82098, 99313, 64386]",24,"[0, 0, 0, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14021,14021,17,Lord Hidetora Ichimonji,52fe446f9251416c75034a43,2,70131,Tatsuya Nakadai,3,/aVwl2VgqRFaFLWlcGx2fSweZ24d.jpg,"[11645, 346, 11712, 11878, 11953, 30959, 12493, 31217, 34528, 36872, 34530, 14537, 15319, 19884, 27031, 101929, 49355, 29452, 39029, 97149, 43095, 68649, 159412, 159414, 54283, 101740, 68715, 46570, 199925, 244956, 37053, 105470, 31743, 239367, 107641, 64847]",36,"[11500000, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3800000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14024,14024,21,Shuri Kurogane,5596e70dc3a36827390000ef,2,96637,Hisashi Igawa,7,/ua7RA1qr9LD9k0vOGgNwwhYhkIr.jpg,"[11645, 11830, 13889, 12516, 20645, 34528, 14537, 33205, 41939, 26936, 15319, 49355, 54146, 54276, 31334, 25951, 244956, 31743, 61888]",19,"[11500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3800000, 0, 0, 0, 0, 0, 0, 0, 0]"
14032,14032,29,Koyota Hatakeyama,5596e7fcc3a3684cb600000d,2,72540,Takeshi Katô,15,/D8tFkeXcRRgD20FC0cFjmhaCrp.jpg,"[11645, 346, 11878, 3777, 1059, 12493, 31589, 27031, 42721, 31104, 159412, 31297, 54273, 43407, 52874, 52979, 16766, 125217, 413782, 39962, 117800]",21,"[11500000, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14033,14033,30,Seiji Ayabe,5596e8319251413678000012,0,30470,Jun Tazaki,16,/66Y8bwelmyUIJ6E2tvsILDfRo1I.jpg,"[11645, 1680, 1682, 35072, 30959, 12493, 43349, 3115, 19545, 3107, 3146, 3160]",12,"[11500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14040,14040,37,Foot soldier,5596e932925141368c00002d,2,4990,Susumu Terajima,23,/oZPxC2TvOu9DeeVUg38P043ItpJ.jpg,"[11645, 5910, 17962, 327, 9696, 11315, 7500, 36221, 36246, 21513, 8953, 36867, 12622, 15318, 27233, 20347, 23606, 21966, 25050, 89800, 30427, 12166, 39767, 21136, 25051, 60160, 242828, 45441, 105133, 319996, 27875, 41472, 229113, 47408, 105136, 51549, 37213, 104277, 44055]",39,"[11500000, 0, 11791, 12000000, 1400000, 0, 0, 0, 0, 0, 20000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14042,14042,13,Jeff,52fe43bf9251416c7501c895,2,1619,Chow Yun-fat,0,/6JbF55y5nPn4APoVxRzuDBMiVLh.jpg,"[10835, 11702, 9455, 1439, 11782, 146, 11817, 47423, 11471, 18305, 42120, 1494, 285, 13405, 14164, 51533, 69310, 38407, 411432, 147590, 41244, 34182, 119892, 165790, 64015, 250638, 343140, 156643, 16269]",29,"[0, 30000000, 25000000, 75000000, 4500000, 17000000, 52000000, 0, 0, 0, 0, 110, 300000000, 40000000, 100000000, 0, 0, 50000000, 0, 0, 0, 22000000, 82000000, 0, 0, 0, 0, 0, 0]"
14043,14043,1,Insp. Li Ying / Little Eagle,52fe43bf9251416c7501c861,2,26784,Danny Lee Sau-Yin,1,/nfWVMzoHe6CFKZjDLukoxUfWaTo.jpg,"[10835, 42230, 42120, 88922, 411432, 40435, 2648, 25655, 48943, 66759, 39857, 65192]",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14046,14046,14,Hay Wong Hoi,53fb017fc3a368735b004464,0,119447,Shing Fui-On,5,/igXnxDdFv0VxoGeo6KrEZUMAMqo.jpg,"[10835, 11471, 18305, 24922, 56329, 68590, 144610, 91007, 39857, 79871, 172972, 16269, 69727]",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14054,14054,4,Norman Bates,52fe424fc3a36847f8014213,2,7301,Anthony Perkins,0,/8M8Bt20z0M587lrjkdXrEqYtQKU.jpg,"[539, 9570, 10576, 12662, 35412, 43258, 10364, 40814, 125413, 42178, 3009, 33638, 4708, 30054, 4176, 43141, 3554, 32969, 43250, 84119, 48110, 98364, 77960, 84207, 49411, 169836, 4479, 172340, 84796, 86297, 15469, 91683, 298664, 324314, 85163]",35,"[806948, 20000000, 5000000, 0, 0, 0, 18000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1800000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14055,14055,6,Lila Crane,52fe424fc3a36847f801421b,1,7303,Vera Miles,1,/qWP9L969DOSFgBhRV2Ik2ve8Z4r.jpg,"[539, 22527, 10576, 3114, 80351, 45827, 11697, 11338, 40454, 32726, 50231, 71171, 43017, 43256, 114975, 63360, 171308, 42779, 64872, 96828]",20,"[806948, 1200000, 5000000, 3750000, 0, 0, 3200000, 11400000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14056,14056,7,Sam Loomis,52fe424fc3a36847f801421f,2,7304,John Gavin,2,/sOYggS68lUhOpuXKbtz0oXOHV6x.jpg,"[539, 967, 34148, 32489, 84079, 12617, 43017, 66762, 111024, 126550, 62392, 198795]",12,"[806948, 12000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14057,14057,22,Dr. Fred Richman,52fe424fc3a36847f801426d,2,14063,Simon Oakland,6,/alhR5PBU7GVlhp8COJXURKrjaZd.jpg,"[539, 1725, 5923, 28577, 916, 18643, 26204, 38222, 31943, 26119, 15360, 43138, 32021, 15375, 43046, 27709, 45007, 105406, 261249, 238124, 104297]",21,"[806948, 6000000, 12000000, 0, 5500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14059,14059,26,Mrs. Chambers,52fe424fc3a36847f801427d,1,19781,Lurene Tuttle,10,/cVAEXfkccfmUdj1EfSXJL4I9bxR.jpg,"[539, 19997, 1888, 24005, 13343, 32294, 98851, 21259, 40060, 48627, 197926, 139799, 61138, 177580, 115111, 72455, 29467, 90110, 165644]",19,"[806948, 1250000, 0, 0, 700000, 0, 257000, 1500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14060,14060,28,Highway Patrol Officer,52fe424fc3a36847f8014281,2,45525,Mort Mills,11,/1KmPkFX992nBkDBPzg5QoWB8v4K.jpg,"[539, 1480, 5780, 20127, 28696, 14384, 61430, 73348, 128437, 169066, 242629, 38659, 230182, 50717]",14,"[806948, 829000, 3000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14061,14061,29,California Charlie,52fe424fc3a36847f8014285,2,19111,John Anderson,12,/pM45pKyjU1c9nkO087hEr2dCNPw.jpg,"[539, 13554, 12705, 4993, 76397, 36206, 23194, 29142, 14677, 14384, 59917, 27709, 27408, 219302, 184578, 27105, 37238, 1790, 118017, 241797, 84114, 79192]",22,"[806948, 0, 0, 0, 0, 813000, 0, 0, 0, 0, 1200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14065,14065,37,Police Chief James Mitchell (uncredited),56b940cc92514106b4000c1c,0,116135,George Eldredge,20,/baxDDEKL0CsycOSIRIxfZZi0Q6F.jpg,"[539, 3074, 19483, 43805, 17382, 60547, 36760, 314070, 38273, 40951, 90955, 38469, 38346, 85346]",14,"[806948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14081,14081,73,Head Nazi,52fe424dc3a36847f8013bf3,2,19439,Henry Gibson,15,/5dmU4muna3kpU2aFM4eU2Ij12Xn.jpg,"[525, 928, 11974, 18331, 15171, 3121, 1847, 11153, 334, 11598, 2614, 26798, 12472, 184835, 50382, 53021, 25109, 9522, 13161, 55628, 22582, 29865, 104449, 91781, 208182, 52207, 192367, 46004, 117168, 29924, 239033]",31,"[27000000, 50000000, 18000000, 0, 0, 2200000, 0, 15000000, 37000000, 600000, 0, 0, 0, 0, 0, 3500000, 0, 40000000, 0, 0, 0, 0, 0, 6000000, 0, 0, 0, 0, 0, 0, 0]"
14089,14089,83,Trooper Mount,537c7fd20e0a262a8800122f,2,51579,Steven Williams,25,/pu4BR6pmCoWG5ZIM9qFTtRJHZXE.jpg,"[525, 12764, 10285, 4368, 30023, 81005, 158011, 250155, 55547, 279979, 301608, 410988]",12,"[27000000, 2410000, 3000000, 2500000, 2500000, 195000000, 13000000, 0, 2300000, 0, 9000000, 0]"
14106,14106,72,Trooper La Fong,52fe424dc3a36847f8013bef,2,4610,John Landis,45,/4MVt3MDXZzW2TsiQNvZCGv1ivRx.jpg,"[525, 9770, 35118, 11176, 11899, 8469, 11428, 11598, 28940, 11338, 9556, 70779, 13282, 558, 26215, 26765, 70862, 61997, 269797, 70115, 63206, 146490, 92850, 1285, 19222, 39195, 124998, 319070, 10450, 95758, 306964, 55949, 287717]",33,"[27000000, 50000000, 0, 0, 8000000, 2700000, 0, 600000, 350000, 11400000, 16000000, 0, 300000, 200000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14110,14110,82,Cook County Assessor's Office Clerk,52fe424dc3a36847f8013c15,2,488,Steven Spielberg,51,/pOK15UNaw75Bzj7BQO1ulehbPPm.jpg,"[525, 578, 330, 87, 818, 44345, 76180, 39513, 167966, 94623, 106599, 173467, 146490, 118257, 213831, 326591, 253639, 298664, 95758, 330127, 315467, 413782, 449758]",23,"[27000000, 7000000, 73000000, 28000000, 63000000, 0, 0, 40000000, 0, 0, 0, 0, 0, 0, 0, 118399, 0, 0, 0, 190000, 0, 0, 0]"
14116,14116,34,Don Fanucci,52fe422bc3a36847f8009589,2,3281,Gastone Moschin,12,/dlzOimu2std73cyi7S2RVb84XQg.jpg,"[240, 8416, 26843, 20914, 40022, 17974, 283281, 82083, 90100, 90019, 142979, 108535, 62036, 24161, 193732, 145244, 87335, 205557]",18,"[13000000, 750000, 35000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14118,14118,40,Deanna Corleone,52fe422bc3a36847f80095a3,1,15659,Marianna Hill,17,/h3X58tFp2a7Tgt7gNW2sbM6N2EH.jpg,"[240, 37843, 11901, 28156, 2094, 42612, 18894, 24923, 80046, 90517, 94201, 79823, 74430]",13,"[13000000, 2000000, 5500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14122,14122,51,Merle Johnson,55c0e511c3a36823f4001cdd,2,45363,Troy Donahue,28,/53FpBBfRDva2XYjxbQijNxsC8Vd.jpg,"[240, 84116, 34148, 18904, 27658, 38432, 5753, 29854, 48135, 88107, 241574, 30027, 94510, 94092, 28284, 187482, 192452, 45326, 40208, 67317]",20,"[13000000, 0, 0, 0, 0, 0, 0, 250000, 0, 0, 0, 0, 0, 0, 1500000, 0, 0, 0, 0, 0]"
14125,14125,59,Carmine Rosato,55c0e7c79251410f58001e67,2,133853,Carmine Caridi,36,/urUV2JJAXBmXP7hw3cm6T3CfmYy.jpg,"[240, 242, 10466, 32047, 44800, 15462, 70709, 93457, 30941, 36278, 39704]",11,"[13000000, 54000000, 10000000, 0, 0, 0, 0, 0, 3000000, 6000000, 0]"
14129,14129,66,Passerby in Coat with Cap Pulled Down,55c0e9ab9251410f19001f2d,2,99846,Sho Kosugi,43,/yE5fEGNVm7YSWaKXccA3WUB6tex.jpg,"[240, 19124, 66946, 17205, 51878, 17386, 28148, 18214, 22832, 238748, 17282, 35106]",12,"[13000000, 0, 0, 0, 0, 0, 0, 3000000, 40000000, 0, 0, 0]"
14144,14144,83,Questadt,55e52f83925141379d00117e,2,14849,Peter Donat,61,/uHnhxFAfc9mStZG2lFFyFPeJFYV.jpg,"[240, 2649, 9407, 28176, 249, 24936, 27016, 61225, 988, 17599, 242102, 71445]",12,"[13000000, 50000000, 48000000, 0, 0, 3000000, 0, 0, 5900000, 15000000, 1250000, 0]"
14162,14162,32,Lt. Touchdown,52fe425bc3a36847f8017d5b,2,8658,Ed O'Ross,7,/jEMZrrxJ0DBQwyFF5tVl3WN4c8A.jpg,"[600, 22073, 941, 9349, 12476, 10117, 9604, 11595, 9975, 14547, 141319, 38981, 23903, 23903]",14,"[17000000, 30000000, 15000000, 23000000, 0, 7000000, 29000000, 38000000, 50000000, 12, 3500000, 0, 0, 0]"
14195,14195,27,Gower,52fe43a69251416c75018a0f,2,53917,Danny Webb,18,/dEAZ46qwZWF9CGxzaijoE0qnFMb.jpg,"[10705, 8077, 1618, 1618, 28943, 11354, 2253, 10049, 59266, 136418, 210479, 28486, 258251, 283227, 302156, 31169, 331501, 399790]",18,"[9000000, 50000000, 0, 0, 0, 0, 75000000, 0, 0, 20000000, 2000000, 0, 0, 0, 31500000, 0, 0, 10000000]"
14247,14247,14,The Widow Sarah Tillane,52fe4387c3a36847f805b0db,1,12969,Mildred Natwick,5,/h9PKk5neixap3FxWUt4a867iUeV.jpg,"[3109, 859, 11219, 17887, 13909, 81001, 4703, 11839, 33839, 43494, 29244, 43240, 52859, 4704, 43498, 181537, 44631, 11643, 88320, 92716]",20,"[0, 14000000, 1200000, 0, 1600000, 0, 2000000, 4000000, 0, 0, 1243000, 0, 0, 6000000, 0, 0, 0, 0, 0, 0]"
14248,14248,15,Dan Tobin,52fe4387c3a36847f805b0df,2,30496,Francis Ford,6,/1o50aKPvcpXX6KvO1PCp8NDo3S3.jpg,"[3109, 3035, 596, 22692, 13909, 995, 3088, 980, 73194, 29244, 37347, 59882, 78734, 17382, 43838, 23024, 77245, 72608, 72609, 37327, 109539, 80592, 30506, 43853, 43804, 110790, 204040, 33025, 131360, 33386, 413669, 33708, 55308, 117435, 237433, 116500, 40717]",37,"[0, 291000, 750000, 0, 1600000, 531374, 0, 0, 0, 1243000, 2500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14253,14253,21,Owen Glynn,52fe4387c3a36847f805b0f7,2,30501,Sean McClory,12,/4eOjjwyxE73LoG4eaivI5AgT0Ed.jpg,"[3109, 24816, 25445, 11071, 19997, 39406, 61934, 40454, 41857, 75759, 40630, 29967, 31578, 71768, 87966, 35009, 41018, 40577]",18,"[0, 0, 0, 23000000, 1250000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14254,14254,22,Ignatius Feeney,52fe4387c3a36847f805b0fb,2,14016,Jack MacGowran,13,/vXcFq34SsCNmFLbUIGhziTiTLit.jpg,"[3109, 5769, 9552, 907, 29048, 19753, 11387, 3053, 49225, 4772, 130474, 178103, 170315, 39309, 37216, 43093, 99802]",17,"[0, 1000000, 8000000, 11000000, 0, 0, 0, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14259,14259,34,Dermot Fahy (uncredited),56b101859251412eb6000881,2,30554,Ken Curtis,19,/kHEdY7rK6nNkWj278e65iqCrXjO.jpg,"[3109, 11886, 37853, 3114, 43109, 11209, 17664, 61934, 56156, 46189, 40630, 32634, 221148, 37307, 18447]",15,"[0, 15000000, 0, 3750000, 0, 12000000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14261,14261,37,Father Paul's Mother (uncredited),56b102269251412ec20007b8,1,8829,Mae Marsh,22,/iD15pTBj9BrbSHyjY9zve8tGd7S.jpg,"[3109, 11881, 596, 25503, 15875, 22744, 618, 3088, 3059, 73194, 36786, 17645, 30177, 29244, 37347, 45578, 17409, 56156, 88288, 45726, 40630, 18539, 109539, 28196, 20301, 25694, 98078, 45215, 106825, 112485, 76011, 56558, 77775, 31560, 72473, 193827, 38890, 4459, 128671, 125673]",40,"[0, 0, 750000, 0, 2686000, 0, 100000, 0, 8394751, 0, 0, 0, 0, 1243000, 2500000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14264,14264,41,Boy on Wagon at Horse Race (uncredited),56b102fd92514140740006a8,2,30560,Patrick Wayne,26,/plZJV39nkOfo9kGEzmkvZKz19rU.jpg,"[3109, 11967, 37853, 3114, 11940, 11209, 15875, 17819, 27591, 61934, 21717, 21027, 30462, 19014, 15263, 22377, 40630, 109539, 149690, 18447]",20,"[0, 13000000, 0, 3750000, 3500000, 12000000, 2686000, 0, 0, 0, 0, 0, 0, 0, 0, 7000000, 0, 0, 0, 0]"
14268,14268,79,Woman in the Puppet Theatre,58be4f81c3a36866300526bd,1,50744,Olga Karlatos,14,/6f9S4wKxnBx4n5HRx8mY7n1a6s3.jpg,"[311, 7219, 13763, 44691, 20914, 6609, 165159, 106139, 105403, 68882, 63274, 40145, 258026]",13,"[30000000, 0, 7200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14272,14272,39,Young Patsy,52fe4236c3a36847f800c7f3,0,4753,Brian Bloom,19,/anjQjnecB4dEsm4HoqgDcYbXlg1.jpg,"[311, 60005, 18502, 34544, 177271, 30061, 81996, 230222, 151370, 24626, 321039, 55949]",12,"[30000000, 0, 1700000, 110000000, 0, 0, 0, 0, 0, 0, 1300000, 0]"
14313,14313,97,Reporter (uncredited),57794f23925141504400031b,2,42090,Jimmy Williams,46,,"[1578, 5205, 12239, 18966, 65374, 27662, 315024, 27412, 23142, 284460, 85200]",11,"[18000000, 1000000, 0, 0, 0, 1500000, 0, 23000, 0, 1500000, 0]"
14314,14314,23,Rob,52fe426dc3a36847f801dbe7,2,10555,Tony Roberts,2,/iyJWLl7vKNaEnhKu0CsAu4iRgsA.jpg,"[703, 27214, 22777, 11337, 30890, 8333, 9040, 39875, 38965, 8288, 5143, 11610, 10261, 81167, 206821, 76829, 92292, 184799, 226679, 444902]",20,"[4000000, 0, 0, 10000000, 16000000, 0, 3000000, 0, 0, 0, 6400000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14316,14316,27,Robin,52fe426dc3a36847f801dbf7,1,10558,Janet Margolin,6,/7EwM5B9uvvsX03Ue5Hit4Np6hoQ.jpg,"[703, 11485, 2978, 2428, 5921, 42737, 109667, 220690, 32831, 146916, 37923, 42693]",12,"[4000000, 1500000, 37000000, 20000000, 0, 0, 185000, 0, 0, 0, 0, 0]"
14317,14317,28,Mrs. Hall,52fe426dc3a36847f801dbfb,1,10559,Colleen Dewhurst,7,/44nikIUvc84f1OZboSCQqZQZ6V.jpg,"[703, 11587, 11336, 24086, 9079, 50541, 45964, 15573, 27029, 17663, 70498, 43626, 26185, 40724, 130917, 72447, 26397, 67866]",18,"[4000000, 0, 10000000, 0, 0, 0, 0, 6000000, 3500000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14321,14321,58,L.A. Policeman,5668cbea9251417411003f57,2,85869,John Dennis Johnston,19,/aNVNhdqDRR7kMegaiNWW8lGEUCR.jpg,"[703, 8879, 840, 28774, 20287, 20006, 150, 40219, 16323, 14746, 12775, 96404, 39704, 139826]",14,"[4000000, 0, 20000000, 0, 0, 0, 12000000, 0, 9250000, 14500000, 6500000, 3000000, 0, 0]"
14346,14346,23,Deke Slayton,52fe4508c3a36847f80b853f,2,48810,Scott Paulin,12,/hXCaNiAPOuV16eLEWfnPmNHBX2L.jpg,"[9549, 8428, 6217, 26522, 10868, 6951, 10950, 11824, 13995, 47065, 237983, 78239, 280495, 52627, 42251, 66706]",16,"[27000000, 0, 0, 6000000, 0, 0, 22000000, 0, 10000000, 1000000, 0, 0, 0, 0, 0, 0]"
14348,14348,27,Jack Ridley / Narrator,52fe4508c3a36847f80b854b,2,76136,Levon Helm,15,/tcAxiD4U6MFlFWqQMfMFpSxtCXV.jpg,"[9549, 14289, 16769, 13963, 126148, 14770, 33766, 28706, 8053, 13975, 100292, 320589, 49855]",13,"[27000000, 60000000, 15000000, 0, 0, 0, 0, 0, 15000000, 0, 0, 0, 0]"
14353,14353,48,Minister,58f9d69bc3a3687be600838d,2,19968,Royal Dano,22,/5kHyvS5Xaa97Lulrxy0ZgtqHqMI.jpg,"[9549, 24808, 37530, 11219, 10349, 10747, 28605, 45186, 34086, 42371, 28307, 36362, 38732, 18721, 18972, 30708, 43041, 26596, 16296, 20628, 14674, 14241, 31601, 4983, 18710, 46623, 1920, 90406, 24923, 49354, 27349, 80521, 112087, 88375, 27105, 199155, 49742, 118017, 80320, 27635, 74527, 105059, 148784, 29257]",44,"[27000000, 19000000, 0, 1200000, 15000000, 3700000, 0, 0, 3000000, 0, 0, 5037000, 0, 0, 0, 0, 0, 0, 1800000, 0, 0, 0, 0, 0, 970000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14354,14354,49,Liaison Man,58f9d6ba9251415886008ce9,2,15412,David Clennon,23,/sUZ6eL77Eh0aNYSx2NaB9NEZeCf.jpg,"[9549, 10322, 2887, 1091, 31618, 14328, 23752, 52744, 27016, 15600, 9930, 42045, 25389, 30707, 60778, 36351, 39472, 32052, 27569, 69266, 65650, 48949, 210577, 174678, 296099]",25,"[27000000, 0, 0, 15000000, 19000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5000000, 30, 1500000, 31000000, 0, 6000000, 0, 61000000, 0, 31000000]"
14356,14356,53,Slick Goodlin,58f9d71d92514158c6008f91,2,829,William Russ,27,/cqUD0Jm0owYxcmnMZMTKpEnrKOR.jpg,"[9549, 73, 23599, 70199, 30352, 103299, 22023, 92802, 84180, 38138, 86680, 167262]",12,"[27000000, 20000000, 0, 0, 0, 0, 22000000, 0, 0, 0, 0, 0]"
14358,14358,55,Henry Luce,58f9d74c92514158810084ec,2,82863,John Dehner,29,/2maCnzFC38ACrrAtFOCMj0GoQ8V.jpg,"[9549, 2665, 12235, 16241, 43329, 24109, 33454, 42470, 42402, 24559, 28100, 48408, 18287, 41243, 14674, 38697, 25914, 90968, 206052, 118955, 22752, 115834, 110674, 109913, 59838, 46421, 74527, 208434, 62033, 242629, 94641, 325240]",32,"[27000000, 0, 15000000, 0, 0, 3000000, 3005000, 0, 0, 3200000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14359,14359,56,Aborigine,58f9d7609251415892008f1a,0,53023,David Gulpilil,30,/pns5wVD4GNEPo0FwtZHrjGX6j5n.jpg,"[9549, 10341, 36040, 9671, 72277, 9555, 13439, 16608, 60269, 14064, 6972, 265349, 393834]",13,"[27000000, 23000000, 0, 5000000, 810000, 0, 0, 2000000, 0, 2000000, 130000000, 0, 0]"
14362,14362,20,Physicien,52fe42f3c3a36847f802f187,2,1190992,Nikolay Grinko,2,/aa90cr3ZfY65ZZaYynFKw8dUXFD.jpg,"[1398, 1396, 593, 2371, 895, 133008, 31442, 26782, 22114, 72614, 20899, 77720, 38329, 63300]",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14363,14363,15,Femme du Stalker,52fe42f3c3a36847f802f17b,1,28079,Alisa Freyndlikh,3,/psK6Vqmz2e6DAjxfZb9HJuBbtWd.jpg,"[1398, 66091, 42138, 31139, 64042, 64046, 64044, 149832, 437941, 63452, 83492]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
